"module","pathway_id","pathway_name","fish_Pvalue","reg_coeff","GenesInPathway","Go_Reactome_root_id","Go_Reactome_root_names","step2root"
"PPI-STRING_Consensus_mod200","GO:0032486","Rap protein signal transduction","3.77e-06","8.62e-02",11,"GO:0009987#GO:0065007","cellular process#biological regulation",6
"PPI-STRING_Consensus_mod200","GO:0019003","GDP binding","3.93e-10","3.39e-02",60,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod200","GO:0030033","microvillus assembly","1.53e-05","5.92e-03",17,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",5
"PPI-STRING_Consensus_mod200","GO:0019706","protein-cysteine S-palmitoyltransferase activity","2.81e-44","2.24e-01",27,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod200","GO:0031954","positive regulation of protein autophosphorylation","3.95e-05","3.71e-03",23,"GO:0065007","biological regulation",7
"PPI-STRING_Consensus_mod200","GO:0018345","protein palmitoylation","1.14e-33","1.08e-01",24,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod200","GO:0030950","establishment or maintenance of actin cytoskeleton polarity","6.50e-06","4.99e-02",13,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",4
"PPI-STRING_Consensus_mod200","GO:0016409","palmitoyltransferase activity","1.66e-30","6.77e-02",18,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod200","GO:0018230","peptidyl-L-cysteine S-palmitoylation","9.35e-41","3.17e-01",22,"GO:0008152#GO:0009987","metabolic process#cellular process",7
"PPI-STRING_Consensus_mod200","R-HSA-187706","Signalling to p38 via RIT and RIN","8.26e-05","1.44e-01",5,"R-HSA-162582","Signal Transduction",5
"PPI-STRING_Consensus_mod201","GO:0015937","coenzyme A biosynthetic process","8.65e-08","7.68e-02",11,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod201","GO:0047429","nucleoside-triphosphate diphosphatase activity","9.29e-09","2.58e-01",7,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod201","GO:0019674","NAD metabolic process","7.11e-16","1.97e-01",16,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod201","GO:0006195","purine nucleotide catabolic process","1.86e-07","2.38e-02",13,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod201","GO:0034656","nucleobase-containing small molecule catabolic process","3.53e-07","2.81e-04",15,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod201","GO:0015939","pantothenate metabolic process","6.73e-07","2.06e-01",5,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod201","GO:0008171","O-methyltransferase activity","4.64e-04","2.66e-02",8,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod201","GO:0004515","nicotinate-nucleotide adenylyltransferase activity","2.70e-07","2.12e-01",4,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod201","GO:0000408","EKC/KEOPS complex","2.50e-04","1.11e-01",6,"GO:0032991#GO:0044464","protein-containing complex#cell part",2
"PPI-STRING_Consensus_mod201","R-HSA-379397","Enzymatic degradation of dopamine by COMT","1.24e-02","1.95e-02",3,"R-HSA-112316","Neuronal System",4
"PPI-STRING_Consensus_mod201","R-HSA-15869","Metabolism of nucleotides","1.74e-16","4.89e-02",100,"R-HSA-1430728","Metabolism",1
"PPI-STRING_Consensus_mod201","R-HSA-196849","Metabolism of water-soluble vitamins and cofactors","4.18e-27","1.74e-02",123,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod201","R-HSA-196807","Nicotinate metabolism","2.12e-19","1.34e-01",31,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod201","R-HSA-2393930","Phosphate bond hydrolysis by NUDT proteins","2.34e-06","1.28e-01",7,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod201","R-HSA-480985","Synthesis of dolichyl-phosphate-glucose","8.25e-03","1.21e-01",2,"R-HSA-392499","Metabolism of proteins",5
"PPI-STRING_Consensus_mod201","R-HSA-196843","Vitamin B2 (riboflavin) metabolism","3.49e-04","1.04e-02",7,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod201","R-HSA-199220","Vitamin B5 (pantothenate) metabolism","2.86e-13","1.45e-01",17,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod202","GO:0022011","myelination in peripheral nervous system","1.16e-04","2.18e-03",14,"GO:0009987","cellular process",5
"PPI-STRING_Consensus_mod202","R-HSA-2892247","POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation","7.04e-05","1.46e-02",11,"R-HSA-1266738","Developmental Biology",2
"PPI-STRING_Consensus_mod202","R-HSA-2892245","POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation","5.76e-05","2.66e-02",10,"R-HSA-1266738","Developmental Biology",2
"PPI-STRING_Consensus_mod202","R-HSA-6804759","Regulation of TP53 Activity through Association with Co-factors","1.16e-04","2.18e-03",14,"R-HSA-74160","Gene expression (Transcription)",5
"PPI-STRING_Consensus_mod203","GO:0005267","potassium channel activity","1.11e-21","4.42e-04",34,"GO:0005215","transporter activity",6
"PPI-STRING_Consensus_mod203","GO:0022841","potassium ion leak channel activity","6.89e-26","1.57e-01",16,"GO:0005215","transporter activity",7
"PPI-STRING_Consensus_mod203","GO:0015385","sodium:proton antiporter activity","6.74e-12","2.17e-01",13,"GO:0005215","transporter activity",6
"PPI-STRING_Consensus_mod203","R-HSA-1296052","Ca2+ activated K+ channels","2.57e-07","1.44e-01",9,"R-HSA-112316","Neuronal System",2
"PPI-STRING_Consensus_mod203","R-HSA-5576886","Phase 4 - resting membrane potential","7.93e-25","3.78e-02",19,"R-HSA-397014","Muscle contraction",2
"PPI-STRING_Consensus_mod203","R-HSA-1299503","TWIK related potassium channel (TREK)","3.08e-09","2.49e-01",3,"R-HSA-112316","Neuronal System",3
"PPI-STRING_Consensus_mod203","R-HSA-1299361","TWIK-related alkaline pH activated K+ channel (TALK)","2.20e-06","1.88e-01",2,"R-HSA-112316","Neuronal System",3
"PPI-STRING_Consensus_mod203","R-HSA-1299344","TWIK-related spinal cord K+ channel (TRESK)","1.51e-03","4.93e-02",1,"R-HSA-112316","Neuronal System",3
"PPI-STRING_Consensus_mod203","R-HSA-1299308","Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)","3.08e-09","2.49e-01",3,"R-HSA-112316","Neuronal System",3
"PPI-STRING_Consensus_mod203","R-HSA-1296346","Tandem pore domain potassium channels","1.92e-24","2.28e-01",12,"R-HSA-112316","Neuronal System",2
"PPI-STRING_Consensus_mod204","GO:0030992","intraciliary transport particle B","3.24e-21","1.44e-01",21,"GO:0032991","protein-containing complex",2
"PPI-STRING_Consensus_mod204","GO:0035735","intraciliary transport involved in cilium assembly","9.29e-35","5.81e-02",40,"GO:0009987#GO:0051179","cellular process#localization",4
"PPI-STRING_Consensus_mod204","GO:0097542","ciliary tip","7.86e-34","3.68e-02",46,"GO:0044422#GO:0044464","organelle part#cell part",3
"PPI-STRING_Consensus_mod204","GO:0030991","intraciliary transport particle A","3.37e-15","3.58e-01",7,"GO:0032991","protein-containing complex",2
"PPI-STRING_Consensus_mod204","R-HSA-5620924","Intraflagellar transport","1.36e-34","3.24e-02",41,"R-HSA-1852241","Organelle biogenesis and maintenance",2
"PPI-STRING_Consensus_mod205","GO:0016491","oxidoreductase activity","1.91e-16","1.05e-02",114,"GO:0003824","catalytic activity",2
"PPI-STRING_Consensus_mod205","GO:0006693","prostaglandin metabolic process","5.60e-12","1.43e-01",14,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod205","GO:0005978","glycogen biosynthetic process","2.51e-15","9.24e-02",20,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod205","GO:0004032","alditol:NADP+ 1-oxidoreductase activity","4.68e-20","3.27e-01",13,"GO:0003824","catalytic activity",7
"PPI-STRING_Consensus_mod205","GO:0004033","aldo-keto reductase (NADP) activity","5.60e-12","1.02e-03",14,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod205","GO:0006081","cellular aldehyde metabolic process","3.89e-06","1.46e-02",9,"GO:0008152#GO:0009987","metabolic process#cellular process",3
"PPI-STRING_Consensus_mod205","GO:0044597","daunorubicin metabolic process","5.31e-14","5.31e-02",8,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod205","GO:0044598","doxorubicin metabolic process","5.31e-14","4.66e-02",8,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod205","GO:0046835","carbohydrate phosphorylation","1.38e-06","5.25e-02",23,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod205","GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","3.13e-11","1.05e-01",8,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod205","GO:0052650","NADP-retinol dehydrogenase activity","3.89e-06","5.81e-02",9,"GO:0003824","catalytic activity",7
"PPI-STRING_Consensus_mod205","GO:0071786","endoplasmic reticulum tubular network organization","3.66e-04","5.95e-02",8,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",5
"PPI-STRING_Consensus_mod205","GO:0045019","negative regulation of nitric oxide biosynthetic process","8.53e-04","1.30e-02",12,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod205","GO:0005536","glucose binding","7.96e-08","2.30e-02",12,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod205","GO:0008106","alcohol dehydrogenase (NADP+) activity","1.01e-17","6.79e-02",12,"GO:0003824","catalytic activity",6
"PPI-STRING_Consensus_mod205","R-HSA-189085","Digestion of dietary carbohydrate","1.40e-10","3.12e-01",10,"R-HSA-8963743","Digestion and absorption",2
"PPI-STRING_Consensus_mod205","R-HSA-5661270","Formation of xylulose-5-phosphate","1.31e-04","4.58e-02",5,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod205","R-HSA-8982491","Glycogen metabolism","1.67e-18","1.53e-01",27,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod205","R-HSA-3858516","Glycogen storage disease type 0 (liver GYS2)","1.32e-05","1.84e-01",2,"R-HSA-1643685","Disease",4
"PPI-STRING_Consensus_mod205","R-HSA-3828062","Glycogen storage disease type 0 (muscle GYS1)","1.32e-05","1.84e-01",2,"R-HSA-1643685","Disease",4
"PPI-STRING_Consensus_mod205","R-HSA-3878781","Glycogen storage disease type IV (GBE1)","1.32e-05","1.77e-01",2,"R-HSA-1643685","Disease",4
"PPI-STRING_Consensus_mod205","R-HSA-3814836","Glycogen storage disease type XV (GYG1)","1.32e-05","1.77e-01",2,"R-HSA-1643685","Disease",4
"PPI-STRING_Consensus_mod207","GO:0015035","protein disulfide oxidoreductase activity","4.97e-14","3.60e-02",21,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod207","GO:0045454","cell redox homeostasis","2.92e-46","1.99e-01",64,"GO:0009987#GO:0065007","cellular process#biological regulation",3
"PPI-STRING_Consensus_mod207","GO:0003756","protein disulfide isomerase activity","1.56e-12","5.89e-02",16,"GO:0003824","catalytic activity",3
"PPI-STRING_Consensus_mod207","GO:0004784","superoxide dismutase activity","1.56e-07","2.95e-01",5,"GO:0003824#GO:0016209","catalytic activity#antioxidant activity",2
"PPI-STRING_Consensus_mod207","GO:0004322","ferroxidase activity","2.28e-04","3.73e-02",9,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod207","GO:0008199","ferric iron binding","2.85e-04","1.09e-02",10,"GO:0005488","binding",5
"PPI-STRING_Consensus_mod207","GO:0008379","thioredoxin peroxidase activity","8.72e-14","4.88e-01",5,"GO:0003824#GO:0016209","catalytic activity#antioxidant activity",3
"PPI-STRING_Consensus_mod207","GO:0033743","peptide-methionine (R)-S-oxide reductase activity","3.74e-11","3.31e-01",4,"GO:0003824","catalytic activity",5
"PPI-STRING_Consensus_mod207","GO:0031545","peptidyl-proline 4-dioxygenase activity","5.45e-07","7.01e-02",7,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod207","R-HSA-3299685","Detoxification of Reactive Oxygen Species","2.73e-23","5.05e-02",37,"R-HSA-8953897","Cellular responses to external stimuli",2
"PPI-STRING_Consensus_mod207","R-HSA-5263617","Metabolism of ingested MeSeO2H into MeSeH","2.56e-03","1.78e-01",1,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod207","R-HSA-5676934","Protein repair","5.22e-13","4.13e-01",6,"R-HSA-392499","Metabolism of proteins",1
"PPI-STRING_Consensus_mod208","GO:0000938","GARP complex","2.92e-10","4.74e-01",5,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",3
"PPI-STRING_Consensus_mod208","GO:0042581","specific granule","6.10e-04","7.13e-03",13,"GO:0043226#GO:0044464","organelle#cell part",5
"PPI-STRING_Consensus_mod208","GO:0030123","AP-3 adaptor complex","8.17e-14","2.57e-01",10,"GO:0032991#GO:0044425#GO:0044464","protein-containing complex#membrane part#cell part",4
"PPI-STRING_Consensus_mod208","GO:0071816","tail-anchored membrane protein insertion into ER membrane","1.19e-04","1.11e-01",6,"GO:0051179","localization",7
"PPI-STRING_Consensus_mod208","GO:0032456","endocytic recycling","1.43e-08","1.69e-02",28,"GO:0051179","localization",5
"PPI-STRING_Consensus_mod208","GO:0030897","HOPS complex","7.13e-18","3.15e-01",14,"GO:0032991#GO:0044425","protein-containing complex#membrane part",3
"PPI-STRING_Consensus_mod208","GO:0017119","Golgi transport complex","4.07e-21","4.53e-01",13,"GO:0032991#GO:0044422#GO:0044464","protein-containing complex#organelle part#cell part",3
"PPI-STRING_Consensus_mod208","R-HSA-6811438","Intra-Golgi traffic","3.09e-17","3.93e-02",44,"R-HSA-5653656","Vesicle-mediated transport",3
"PPI-STRING_Consensus_mod208","R-HSA-6811440","Retrograde transport at the Trans-Golgi-Network","3.55e-23","5.74e-02",49,"R-HSA-5653656","Vesicle-mediated transport",3
"PPI-STRING_Consensus_mod210","GO:0005923","bicellular tight junction","1.11e-09","2.77e-03",123,"GO:0030054","cell junction",4
"PPI-STRING_Consensus_mod210","GO:0016327","apicolateral plasma membrane","4.12e-06","3.09e-02",19,"GO:0016020#GO:0044425#GO:0044464","membrane#membrane part#cell part",3
"PPI-STRING_Consensus_mod210","GO:0016328","lateral plasma membrane","3.76e-08","4.75e-03",57,"GO:0044425#GO:0044464","membrane part#cell part",3
"PPI-STRING_Consensus_mod210","GO:0048240","sperm capacitation","7.49e-06","1.81e-02",23,"GO:0009987#GO:0022414#GO:0032502","cellular process#reproductive process#developmental process",3
"PPI-STRING_Consensus_mod210","GO:0003351","epithelial cilium movement","2.12e-04","4.54e-03",13,"GO:0009987","cellular process",5
"PPI-STRING_Consensus_mod210","R-HSA-190840","Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane","1.69e-03","1.64e-01",1,"R-HSA-5653656","Vesicle-mediated transport",6
"PPI-STRING_Consensus_mod210","R-HSA-191650","Regulation of gap junction activity","8.25e-06","1.43e-01",3,"R-HSA-5653656","Vesicle-mediated transport",3
"PPI-STRING_Consensus_mod210","R-HSA-191647","c-src mediated regulation of Cx43 function and closure of gap junctions","8.25e-06","1.49e-01",3,"R-HSA-5653656","Vesicle-mediated transport",4
"PPI-STRING_Consensus_mod211","GO:0007017","microtubule-based process","1.29e-38","1.24e-01",33,"GO:0009987","cellular process",2
"PPI-STRING_Consensus_mod211","R-HSA-389958","Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding","8.24e-36","7.11e-02",32,"R-HSA-392499","Metabolism of proteins",3
"PPI-STRING_Consensus_mod211","R-HSA-389977","Post-chaperonin tubulin folding pathway","2.27e-43","4.46e-01",21,"R-HSA-392499","Metabolism of proteins",2
"PPI-STRING_Consensus_mod211","R-HSA-391251","Protein folding","7.92e-40","8.99e-03",100,"R-HSA-392499","Metabolism of proteins",1
"PPI-STRING_Consensus_mod212","GO:0030176","integral component of endoplasmic reticulum membrane","1.08e-15","1.27e-02",101,"GO:0044422#GO:0044425#GO:0044464","organelle part#membrane part#cell part",4
"PPI-STRING_Consensus_mod212","GO:0016255","attachment of GPI anchor to protein","5.60e-10","3.41e-01",6,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod212","GO:0006506","GPI anchor biosynthetic process","1.87e-43","2.55e-01",25,"GO:0008152#GO:0009987","metabolic process#cellular process",6
"PPI-STRING_Consensus_mod212","GO:0006488","dolichol-linked oligosaccharide biosynthetic process","2.81e-18","3.29e-01",14,"GO:0008152#GO:0009987","metabolic process#cellular process",5
"PPI-STRING_Consensus_mod212","GO:0000506","glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex","9.45e-22","2.52e-01",8,"GO:0032991#GO:0044422#GO:0044425#GO:0044464","protein-containing complex#organelle part#membrane part#cell part",3
"PPI-STRING_Consensus_mod212","R-HSA-162791","Attachment of GPI anchor to uPAR","1.30e-09","3.69e-02",7,"R-HSA-392499","Metabolism of proteins",3
"PPI-STRING_Consensus_mod212","R-HSA-446193","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","5.90e-32","8.14e-02",77,"R-HSA-392499","Metabolism of proteins",3
"PPI-STRING_Consensus_mod212","R-HSA-8964572","Lipid particle organization","9.56e-05","1.07e-01",6,"R-HSA-1430728","Metabolism",2
"PPI-STRING_Consensus_mod212","R-HSA-163125","Post-translational modification: synthesis of GPI-anchored proteins","5.26e-37","2.98e-05",94,"R-HSA-392499","Metabolism of proteins",2
"PPI-STRING_Consensus_mod212","R-HSA-446205","Synthesis of GDP-mannose","6.38e-05","7.85e-02",5,"R-HSA-392499","Metabolism of proteins",5
"PPI-STRING_Consensus_mod212","R-HSA-162699","Synthesis of dolichyl-phosphate mannose","1.57e-08","1.48e-01",3,"R-HSA-392499","Metabolism of proteins",3
"PPI-STRING_Consensus_mod212","R-HSA-480985","Synthesis of dolichyl-phosphate-glucose","5.12e-03","4.55e-02",2,"R-HSA-392499","Metabolism of proteins",5
"PPI-STRING_Consensus_mod212","R-HSA-162710","Synthesis of glycosylphosphatidylinositol (GPI)","7.35e-38","3.31e-01",18,"R-HSA-392499","Metabolism of proteins",3
"PPI-STRING_Consensus_mod213","GO:0032007","negative regulation of TOR signaling","8.78e-14","6.68e-02",31,"GO:0065007","biological regulation",7
"PPI-STRING_Consensus_mod213","GO:0030010","establishment of cell polarity","1.58e-09","1.40e-03",34,"GO:0009987","cellular process",3
"PPI-STRING_Consensus_mod213","GO:0071889","14-3-3 protein binding","3.06e-08","3.57e-02",27,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod213","GO:1900740","positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway","1.29e-12","2.47e-02",24,"GO:0009987#GO:0065007#GO:0071840","cellular process#biological regulation#cellular component organization or biogenesis",6
"PPI-STRING_Consensus_mod213","GO:0031588","nucleotide-activated protein kinase complex","1.32e-14","1.50e-01",14,"GO:0032991#GO:0044464","protein-containing complex#cell part",3
"PPI-STRING_Consensus_mod213","GO:0004679","AMP-activated protein kinase activity","8.40e-12","1.81e-01",7,"GO:0003824#GO:0060089","catalytic activity#molecular transducer activity",2
"PPI-STRING_Consensus_mod213","GO:0070507","regulation of microtubule cytoskeleton organization","3.06e-08","8.39e-03",27,"GO:0065007","biological regulation",5
"PPI-STRING_Consensus_mod213","GO:0050321","tau-protein kinase activity","7.47e-17","3.35e-01",15,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod213","GO:0045647","negative regulation of erythrocyte differentiation","5.13e-04","2.44e-02",10,"GO:0065007","biological regulation",4
"PPI-STRING_Consensus_mod213","R-HSA-111447","Activation of BAD and translocation to mitochondria ","2.46e-14","9.92e-02",15,"R-HSA-5357801","Programmed Cell Death",4
"PPI-STRING_Consensus_mod213","R-HSA-75035","Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex","1.50e-17","3.62e-01",13,"R-HSA-1640170","Cell Cycle",4
"PPI-STRING_Consensus_mod213","R-HSA-380972","Energy dependent regulation of mTOR by LKB1-AMPK","3.34e-16","4.71e-02",29,"R-HSA-162582","Signal Transduction",2
"PPI-STRING_Consensus_mod213","R-HSA-165181","Inhibition of TSC complex formation by PKB","3.47e-05","1.94e-01",3,"R-HSA-162582","Signal Transduction",2
"PPI-STRING_Consensus_mod213","R-HSA-166187","Mitochondrial Uncoupling Proteins","1.15e-04","5.49e-02",5,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod213","R-HSA-5628897","TP53 Regulates Metabolic Genes","7.26e-23","2.98e-03",79,"R-HSA-74160","Gene expression (Transcription)",4
"PPI-STRING_Consensus_mod213","R-HSA-1299316","TWIK-releated acid-sensitive K+ channel (TASK)","1.16e-05","5.89e-01",2,"R-HSA-112316","Neuronal System",3
"PPI-STRING_Consensus_mod213","R-HSA-167826","The fatty acid cycling model","1.15e-04","6.04e-02",5,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod213","R-HSA-167827","The proton buffering model","1.15e-04","4.64e-02",5,"R-HSA-1430728","Metabolism",4
"PPI-STRING_Consensus_mod213","R-HSA-1445148","Translocation of SLC2A4 (GLUT4) to the plasma membrane","4.64e-18","1.44e-02",47,"R-HSA-5653656","Vesicle-mediated transport",2
"PPI-STRING_Consensus_mod213","R-HSA-165159","mTOR signalling","6.27e-19","4.01e-02",40,"R-HSA-162582","Signal Transduction",1
"PPI-STRING_Consensus_mod214","GO:0042589","zymogen granule membrane","4.86e-04","2.11e-02",11,"GO:0016020#GO:0044422#GO:0044464","membrane#organelle part#cell part",4
"PPI-STRING_Consensus_mod214","GO:0050778","positive regulation of immune response","3.19e-04","3.33e-02",9,"GO:0065007","biological regulation",3
"PPI-STRING_Consensus_mod214","GO:0009235","cobalamin metabolic process","4.10e-09","2.70e-02",21,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod214","GO:0008236","serine-type peptidase activity","2.93e-15","7.35e-02",63,"GO:0003824","catalytic activity",4
"PPI-STRING_Consensus_mod214","GO:0019835","cytolysis","2.45e-05","2.60e-02",19,"GO:0009987","cellular process",2
"PPI-STRING_Consensus_mod214","GO:0019730","antimicrobial humoral response","4.41e-07","1.06e-02",51,"GO:0002376#GO:0050896#GO:0051704","immune system process#response to stimulus#multi-organism process",3
"PPI-STRING_Consensus_mod214","GO:0015889","cobalamin transport","1.45e-06","2.92e-02",8,"GO:0051179","localization",5
"PPI-STRING_Consensus_mod214","GO:0031638","zymogen activation","1.43e-05","1.22e-03",16,"GO:0008152","metabolic process",4
"PPI-STRING_Consensus_mod214","GO:0004181","metallocarboxypeptidase activity","1.73e-12","1.39e-01",28,"GO:0003824","catalytic activity",7
"PPI-STRING_Consensus_mod214","GO:0070492","oligosaccharide binding","4.86e-04","1.75e-02",11,"GO:0005488","binding",3
"PPI-STRING_Consensus_mod214","R-HSA-196741","Cobalamin (Cbl, vitamin B12) transport and metabolism","4.10e-09","2.91e-02",21,"R-HSA-1430728","Metabolism",3
"PPI-STRING_Consensus_mod214","R-HSA-3359462","Defective AMN causes hereditary megaloblastic anemia 1","2.69e-05","1.02e-01",3,"R-HSA-1643685","Disease",4
"PPI-STRING_Consensus_mod214","R-HSA-3359463","Defective CUBN causes hereditary megaloblastic anemia 1","2.69e-05","1.13e-01",3,"R-HSA-1643685","Disease",4
"PPI-STRING_Consensus_mod214","R-HSA-3359457","Defective GIF causes intrinsic factor deficiency","3.03e-03","1.64e-01",1,"R-HSA-1643685","Disease",4
"PPI-STRING_Consensus_mod214","R-HSA-192456","Digestion of dietary lipid","1.87e-04","8.08e-02",7,"R-HSA-8963743","Digestion and absorption",2
"PPI-STRING_Consensus_mod214","R-HSA-140834","Extrinsic Pathway of Fibrin Clot Formation","2.61e-07","2.47e-01",5,"R-HSA-109582","Hemostasis",2
"PPI-STRING_Consensus_mod214","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","1.45e-13","8.46e-02",37,"R-HSA-109582","Hemostasis",1
"PPI-STRING_Consensus_mod214","R-HSA-159740","Gamma-carboxylation of protein precursors","3.09e-06","7.81e-04",10,"R-HSA-392499","Metabolism of proteins",4
"PPI-STRING_Consensus_mod214","R-HSA-2022377","Metabolism of Angiotensinogen to Angiotensins","1.73e-05","2.40e-03",17,"R-HSA-392499","Metabolism of proteins",2
"PPI-STRING_Consensus_mod215","GO:0016485","protein processing","6.33e-19","4.38e-02",50,"GO:0008152","metabolic process",4
"PPI-STRING_Consensus_mod215","GO:0016486","peptide hormone processing","1.75e-20","2.38e-01",18,"GO:0008152#GO:0009987#GO:0065007","metabolic process#cellular process#biological regulation",3
"PPI-STRING_Consensus_mod215","GO:0006518","peptide metabolic process","1.06e-09","1.08e-01",14,"GO:0008152#GO:0009987","metabolic process#cellular process",4
"PPI-STRING_Consensus_mod215","GO:0004181","metallocarboxypeptidase activity","2.15e-08","5.18e-04",28,"GO:0003824","catalytic activity",7
"PPI-STRING_Consensus_mod215","R-HSA-9036866","Expression and Processing of Neurotrophins","4.59e-09","1.31e-01",4,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod215","R-HSA-167060","NGF processing","4.59e-09","1.30e-01",4,"R-HSA-162582","Signal Transduction",4
"PPI-STRING_Consensus_mod215","R-HSA-4641263","Regulation of FZD by ubiquitination","1.51e-06","2.55e-02",21,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod216","GO:0051480","regulation of cytosolic calcium ion concentration","5.31e-13","5.32e-02",40,"GO:0009987#GO:0065007","cellular process#biological regulation",4
"PPI-STRING_Consensus_mod216","GO:1900271","regulation of long-term synaptic potentiation","8.85e-08","8.85e-02",11,"GO:0065007","biological regulation",4
"PPI-STRING_Consensus_mod217","GO:0007265","Ras protein signal transduction","1.11e-16","3.11e-02",68,"GO:0009987#GO:0065007","cellular process#biological regulation",5
"PPI-STRING_Consensus_mod217","GO:0030033","microvillus assembly","3.79e-08","3.20e-02",17,"GO:0009987#GO:0071840","cellular process#cellular component organization or biogenesis",5
"PPI-STRING_Consensus_mod217","GO:0090150","establishment of protein localization to membrane","1.52e-04","1.67e-02",9,"GO:0051179","localization",4
"PPI-STRING_Consensus_mod217","GO:0017016","Ras GTPase binding","1.38e-06","8.81e-02",11,"GO:0005488","binding",4
"PPI-STRING_Consensus_mod217","GO:0017034","Rap guanyl-nucleotide exchange factor activity","8.43e-08","2.59e-01",5,"GO:0005488#GO:0098772","binding#molecular function regulator",4
"PPI-STRING_Consensus_mod217","R-HSA-1169092","Activation of RAS in B cells","8.43e-08","7.55e-02",5,"R-HSA-168256","Immune System",4
"PPI-STRING_Consensus_mod217","R-HSA-179812","GRB2 events in EGFR signaling","2.94e-07","3.65e-03",7,"R-HSA-162582","Signal Transduction",3
"PPI-STRING_Consensus_mod217","R-HSA-6802957","Oncogenic MAPK signaling","7.63e-35","5.98e-03",70,"R-HSA-1643685","Disease",2
"PPI-STRING_Consensus_mod217","R-HSA-5673000","RAF activation","1.59e-14","1.72e-02",22,"R-HSA-162582","Signal Transduction",4
"PPI-STRING_Consensus_mod217","R-HSA-6802953","RAS signaling downstream of NF1 loss-of-function variants","3.38e-08","1.11e-01",4,"R-HSA-1643685","Disease",3
"PPI-STRING_Consensus_mod217","R-HSA-392517","Rap1 signalling","1.30e-10","5.65e-02",16,"R-HSA-168256","Immune System",2
